Índice de Desenvolvimento Humano (IDH)
Sigla;Código;Município;1970;1980;1991;
MG;3136579;Josenópolis;;;;
MG;3136603;Nova União;0,33;0,455;0,502;
MG;3136652;Juatuba;;;;
MG;3136702;Juiz de Fora;0,575;0,734;0,801;
MG;3136801;Juramento;0,336;0,443;0,482;
MG;3136900;Juruaia;0,404;0,566;0,606;
MG;3136959;Juvenília;;;;
MG;3137007;Ladainha;0,198;0,313;0,384;
MG;3137106;Lagamar;0,358;0,546;0,568;
MG;3137205;Lagoa da Prata;0,398;0,619;0,645;
MG;3137304;Lagoa dos Patos;0,289;0,429;0,48;
MG;3137403;Lagoa Dourada;0,422;0,659;0,584;
MG;3137502;Lagoa Formosa;0,362;0,568;0,643;
MG;3137536;Lagoa Grande;;;;
MG;3137601;Lagoa Santa;0,436;0,713;0,726;
MG;3137700;Lajinha;0,319;0,537;0,54;
MG;3137809;Lambari;0,433;0,678;0,649;
MG;3137908;Lamim;0,343;0,441;0,463;
MG;3138005;Laranjal;0,398;0,566;0,567;
MG;3138104;Lassance;0,342;0,656;0,538;
MG;3138203;Lavras;0,482;0,722;0,775;
MG;3138302;Leandro Ferreira;0,358;0,546;0,588;
MG;3138351;Leme do Prado;;;;
MG;3138401;Leopoldina;0,446;0,669;0,677;
MG;3138500;Liberdade;0,365;0,509;0,591;
MG;3138609;Lima Duarte;0,363;0,563;0,618;
MG;3138625;Limeira do Oeste;;;;
MG;3138658;Lontra;;;;
MG;3138674;Luisburgo;;;;
MG;3138682;Luislândia;;;;
MG;3138708;Luminárias;0,389;0,584;0,562;
MG;3138807;Luz;0,429;0,674;0,777;
MG;3138906;Machacalis;0,258;0,411;0,449;
MG;3139003;Machado;0,431;0,634;0,717;
MG;3139102;Madre de Deus de Minas;0,385;0,641;0,603;
MG;3139201;Malacacheta;0,205;0,357;0,396;
MG;3139250;Mamonas;;;;
MG;3139300;Manga;0,267;0,383;0,443;
MG;3139409;Manhuaçu;0,37;0,636;0,6;
MG;3139508;Manhumirim;0,362;0,608;0,581;
MG;3139607;Mantena;0,308;0,502;0,522;
MG;3139706;Maravilhas;0,397;0,573;0,677;
MG;3139805;Mar de Espanha;0,414;0,636;0,6;
MG;3139904;Maria da Fé;0,367;0,635;0,612;
MG;3140001;Mariana;0,423;0,606;0,673;
MG;3140100;Marilac;0,256;0,414;0,431;
MG;3140159;Mário Campos;;;;
MG;3140209;Maripá de Minas;0,397;0,563;0,604;
MG;3140308;Marliéria;0,337;0,47;0,49;
MG;3140407;Marmelópolis;0,323;0,46;0,54;
MG;3140506;Martinho Campos;0,407;0,576;0,608;
MG;3140530;Martins Soares;;;;
MG;3140555;Mata Verde;;;;
MG;3140605;Materlândia;0,228;0,364;0,45;
MG;3140704;Mateus Leme;0,409;0,647;0,605;
MG;3140803;Matias Barbosa;0,47;0,695;0,669;
MG;3140852;Matias Cardoso;;;;
MG;3140902;Matipó;0,312;0,517;0,514;
MG;3141009;Mato Verde;0,298;0,415;0,442;
MG;3141108;Matozinhos;0,448;0,629;0,628;
MG;3141207;Matutina;0,387;0,598;0,687;
MG;3141306;Medeiros;0,382;0,633;0,736;
MG;3141405;Medina;0,293;0,405;0,463;
MG;3141504;Mendes Pimentel;0,238;0,394;0,463;
MG;3141603;Mercês;0,337;0,484;0,516;
MG;3141702;Mesquita;0,298;0,458;0,503;
MG;3141801;Minas Novas;0,238;0,36;0,405;
MG;3141900;Minduri;0,503;0,713;0,583;
MG;3142007;Mirabela;0,311;0,407;0,47;
MG;3142106;Miradouro;0,336;0,494;0,501;
MG;3142205;Miraí;0,379;0,551;0,572;
MG;3142254;Miravânia;;;;
MG;3142304;Moeda;0,387;0,511;0,553;
MG;3142403;Moema;0,382;0,579;0,625;
MG;3142502;Monjolos;0,422;0,664;0,49;
MG;3142601;Monsenhor Paulo;0,378;0,551;0,663;
MG;3142700;Montalvânia;0,245;0,441;0,513;
MG;3142809;Monte Alegre de Minas;0,425;0,675;0,714;
MG;3142908;Monte Azul;0,246;0,403;0,424;
MG;3143005;Monte Belo;0,406;0,504;0,568;
MG;3143104;Monte Carmelo;0,428;0,684;0,737;
MG;3143153;Monte Formoso;;;;
MG;3143203;Monte Santo de Minas;0,397;0,651;0,634;
MG;3143302;Montes Claros;0,441;0,684;0,687;
MG;3143401;Monte Sião;0,413;0,713;0,706;
MG;3143450;Montezuma;;;;
MG;3143500;Morada Nova de Minas;0,4;0,601;0,623;
MG;3143609;Morro da Garça;0,365;0,528;0,478;
MG;3143708;Morro do Pilar;0,341;0,469;0,473;
MG;3143807;Munhoz;0,38;0,527;0,599;
MG;3143906;Muriaé;0,417;0,644;0,69;
MG;3144003;Mutum;0,327;0,444;0,461;
MG;3144102;Muzambinho;0,439;0,679;0,71;
MG;3144201;Nacip Raydan;0,301;0,403;0,46;
MG;3144300;Nanuque;0,343;0,537;0,552;
MG;3144359;Naque;;;;
MG;3144375;Natalândia;;;;
MG;3144409;Natércia;0,371;0,549;0,61;
MG;3144508;Nazareno;0,318;0,591;0,539;
MG;3144607;Nepomuceno;0,4;0,604;0,647;
MG;3144656;Ninheira;;;;
MG;3144672;Nova Belém;;;;
MG;3144706;Nova Era;0,438;0,702;0,698;
MG;3144805;Nova Lima;0,467;0,723;0,775;
MG;3144904;Nova Módica;0,309;0,407;0,45;
MG;3145000;Nova Ponte;0,398;0,642;0,764;
MG;3145059;Nova Porteirinha;;;;
MG;3145109;Nova Resende;0,357;0,567;0,628;
MG;3145208;Nova Serrana;0,395;0,614;0,714;
MG;3145307;Novo Cruzeiro;0,245;0,36;0,384;
MG;3145356;Novo Oriente de Minas;;;;
MG;3145372;Novorizonte;;;;
MG;3145406;Olaria;0,315;0,481;0,511;
MG;3145455;Olhos-d'Água;;;;
MG;3145505;Olímpio Noronha;0,367;0,543;0,631;
MG;3145604;Oliveira;0,444;0,665;0,634;
MG;3145703;Oliveira Fortes;0,409;0,6;0,51;
MG;3145802;Onça de Pitangui;0,361;0,521;0,565;
MG;3145851;Oratórios;;;;
MG;3145877;Orizânia;;;;
MG;3145901;Ouro Branco;0,41;0,731;0,785;
MG;3146008;Ouro Fino;0,443;0,682;0,679;
MG;3146107;Ouro Preto;0,478;0,706;0,689;
MG;3146206;Ouro Verde de Minas;0,207;0,331;0,388;
MG;3146255;Padre Carvalho;;;;
MG;3146305;Padre Paraíso;0,253;0,351;0,439;
MG;3146404;Paineiras;0,367;0,545;0,586;
MG;3146503;Pains;0,388;0,641;0,676;
MG;3146552;Pai Pedro;;;;
MG;3146602;Paiva;0,409;0,517;0,53;
MG;3146701;Palma;0,373;0,58;0,581;
MG;3146750;Palmópolis;;;;
MG;3146909;Papagaios;0,411;0,608;0,685;
MG;3147006;Paracatu;0,395;0,622;0,655;
MG;3147105;Pará de Minas;0,477;0,709;0,732;
MG;3147204;Paraguaçu;0,419;0,652;0,629;
MG;3147303;Paraisópolis;0,364;0,626;0,664;
MG;3147402;Paraopeba;0,421;0,605;0,619;
MG;3147501;Passabém;0,296;0,502;0,476;
MG;3147600;Passa Quatro;0,414;0,653;0,634;
MG;3147709;Passa Tempo;0,405;0,591;0,675;
MG;3147808;Passa-Vinte;0,379;0,697;0,542;
MG;3147907;Passos;0,439;0,705;0,771;
MG;3147956;Patis;;;;
MG;3148004;Patos de Minas;0,423;0,672;0,769;
MG;3148103;Patrocínio;0,42;0,69;0,716;
MG;3148202;Patrocínio do Muriaé;0,403;0,486;0,597;
MG;3148301;Paula Cândido;0,337;0,478;0,501;
MG;3148400;Paulistas;0,253;0,419;0,472;
MG;3148509;Pavão;0,205;0,406;0,446;
MG;3148608;Peçanha;0,247;0,408;0,451;
MG;3148707;Pedra Azul;0,306;0,551;0,496;
MG;3148756;Pedra Bonita;;;;
MG;3148806;Pedra do Anta;0,279;0,4;0,483;
MG;3148905;Pedra do Indaiá;0,344;0,548;0,598;
MG;3149002;Pedra Dourada;0,356;0,406;0,539;
MG;3149101;Pedralva;0,375;0,547;0,604;
MG;3149150;Pedras de Maria da Cruz;;;;
MG;3149200;Pedrinópolis;0,38;0,667;0,625;
MG;3149309;Pedro Leopoldo;0,467;0,709;0,743;
MG;3149408;Pedro Teixeira;0,326;0,477;0,515;
MG;3149507;Pequeri;0,452;0,576;0,678;
MG;3149606;Pequi;0,389;0,589;0,713;
MG;3149705;Perdigão;0,386;0,517;0,65;
MG;3149804;Perdizes;0,407;0,677;0,755;
MG;3149903;Perdões;0,409;0,609;0,637;
MG;3149952;Periquito;;;;
MG;3150000;Pescador;0,303;0,411;0,475;
MG;3150109;Piau;0,414;0,509;0,567;
MG;3150158;Piedade de Caratinga;;;;
MG;3150208;Piedade de Ponte Nova;0,416;0,486;0,529;
MG;3150307;Piedade do Rio Grande;0,342;0,551;0,517;
MG;3150406;Piedade dos Gerais;0,319;0,448;0,487;
MG;3150505;Pimenta;0,382;0,602;0,651;
MG;3150539;Pingo-d'Água;;;;
MG;3150570;Pintópolis;;;;
MG;3150604;Piracema;0,333;0,567;0,542;
MG;3150703;Pirajuba;0,434;0,626;0,749;
MG;3150802;Piranga;0,348;0,434;0,458;
MG;3150901;Piranguçu;0,32;0,48;0,594;
MG;3151008;Piranguinho;0,35;0,572;0,597;
MG;3151107;Pirapetinga;0,392;0,586;0,581;
MG;3151206;Pirapora;0,416;0,648;0,678;
MG;3151305;Piraúba;0,36;0,523;0,572;
MG;3151404;Pitangui;0,431;0,627;0,667;
MG;3151503;Piumhi;0,449;0,689;0,731;
MG;3151602;Planura;0,522;0,691;0,761;
MG;3151701;Poço Fundo;0,413;0,61;0,685;
MG;3151800;Poços de Caldas;0,567;0,721;0,79;
MG;3151909;Pocrane;0,3;0,426;0,474;
MG;3152006;Pompéu;0,396;0,675;0,628;
MG;3152105;Ponte Nova;0,431;0,682;0,65;
MG;3152131;Ponto Chique;;;;
MG;3152170;Ponto dos Volantes;;;;
MG;3152204;Porteirinha;0,273;0,418;0,422;
MG;3152303;Porto Firme;0,352;0,425;0,492;
MG;3152402;Poté;0,233;0,382;0,382;
MG;3152501;Pouso Alegre;0,501;0,718;0,794;
MG;3152600;Pouso Alto;0,4;0,601;0,63;
MG;3152709;Prados;0,387;0,514;0,575;
MG;3152808;Prata;0,457;0,667;0,703;
MG;3152907;Pratápolis;0,462;0,673;0,651;
MG;3153004;Pratinha;0,368;0,55;0,692;
MG;3153103;Presidente Bernardes;0,302;0,429;0,492;
MG;3153202;Presidente Juscelino;0,328;0,537;0,465;
MG;3153301;Presidente Kubitschek;0,272;0,441;0,51;
MG;3153400;Presidente Olegário;0,335;0,541;0,543;
MG;3153509;Alto Jequitibá;0,327;0,523;0,571;
MG;3153608;Prudente de Morais;0,38;0,562;0,585;
MG;3153707;Quartel Geral;0,374;0,583;0,529;
MG;3153806;Queluzito;0,385;0,516;0,525;
MG;3153905;Raposos;0,392;0,627;0,66;
MG;3154002;Raul Soares;0,349;0,511;0,526;
MG;3154101;Recreio;0,411;0,617;0,729;
MG;3154150;Reduto;;;;
MG;3154200;Resende Costa;0,387;0,612;0,595;
MG;3154309;Resplendor;0,356;0,518;0,553;
MG;3154408;Ressaquinha;0,363;0,544;0,539;
MG;3154457;Riachinho;;;;
MG;3154507;Riacho dos Machados;0,23;0,338;0,425;
MG;3154606;Ribeirão das Neves;0,408;0,546;0,588;
MG;3154705;Ribeirão Vermelho;0,473;0,694;0,697;
MG;3154804;Rio Acima;0,393;0,561;0,575;
MG;3154903;Rio Casca;0,362;0,544;0,555;
MG;3155009;Rio Doce;0,369;0,469;0,512;
MG;3155108;Rio do Prado;0,235;0,319;0,388;
MG;3155207;Rio Espera;0,32;0,417;0,469;
MG;3155306;Rio Manso;0,306;0,466;0,499;
MG;3155405;Rio Novo;0,41;0,549;0,624;
MG;3155504;Rio Paranaíba;0,394;0,677;0,65;
MG;3155603;Rio Pardo de Minas;0,211;0,289;0,386;
MG;3155702;Rio Piracicaba;0,435;0,66;0,6;
MG;3155801;Rio Pomba;0,445;0,639;0,668;
MG;3155900;Rio Preto;0,387;0,537;0,578;
MG;3156007;Rio Vermelho;0,261;0,374;0,406;
MG;3156106;Ritápolis;0,351;0,525;0,557;
MG;3156205;Rochedo de Minas;0,376;0,554;0,552;
MG;3156304;Rodeiro;0,377;0,552;0,529;
MG;3156403;Romaria;0,424;0,59;0,658;
MG;3156452;Rosário da Limeira;;;;
MG;3156502;Rubelita;0,304;0,374;0,4;
MG;3156601;Rubim;0,293;0,445;0,452;
MG;3156700;Sabará;0,458;0,656;0,671;
MG;3156809;Sabinópolis;0,314;0,454;0,533;
MG;3156908;Sacramento;0,49;0,725;0,69;
MG;3157005;Salinas;0,283;0,423;0,452;
MG;3157104;Salto da Divisa;0,27;0,425;0,509;
MG;3157203;Santa Bárbara;0,382;0,624;0,627;
MG;3157252;Santa Bárbara do Leste;;;;
MG;3157278;Santa Bárbara do Monte Verde;;;;
MG;3157302;Santa Bárbara do Tugúrio;0,263;0,416;0,499;
MG;3157336;Santa Cruz de Minas;;;;
MG;3157377;Santa Cruz de Salinas;;;;
MG;3157401;Santa Cruz do Escalvado;0,308;0,447;0,441;
MG;3157500;Santa Efigênia de Minas;0,275;0,353;0,426;
MG;3157609;Santa Fé de Minas;0,332;0,422;0,415;
MG;3157658;Santa Helena de Minas;;;;
MG;3157708;Santa Juliana;0,426;0,733;0,775;
MG;3157807;Santa Luzia;0,409;0,628;0,628;
MG;3157906;Santa Margarida;0,356;0,533;0,548;
MG;3158003;Santa Maria de Itabira;0,304;0,507;0,484;
MG;3158102;Santa Maria do Salto;0,302;0,396;0,403;
MG;3158201;Santa Maria do Suaçuí;0,29;0,411;0,484;
MG;3158300;Santana da Vargem;0,348;0,521;0,633;
MG;3158409;Santana de Cataguases;0,336;0,55;0,529;
MG;3158508;Santana de Pirapama;0,335;0,45;0,504;
MG;3158607;Santana do Deserto;0,437;0,553;0,577;
MG;3158706;Santana do Garambéu;0,329;0,431;0,502;
MG;3158805;Santana do Jacaré;0,353;0,504;0,605;
MG;3158904;Santana do Manhuaçu;0,324;0,462;0,5;
MG;3158953;Santana do Paraíso;;;;
MG;3159001;Santana do Riacho;0,296;0,483;0,492;
MG;3159100;Santana dos Montes;0,342;0,537;0,509;
MG;3159209;Santa Rita de Caldas;0,433;0,6;0,62;
MG;3159308;Santa Rita de Jacutinga;0,444;0,651;0,589;
MG;3159357;Santa Rita de Minas;;;;
MG;3159407;Santa Rita de Ibitipoca;0,356;0,469;0,458;
MG;3159506;Santa Rita do Itueto;0,284;0,553;0,443;
MG;3159605;Santa Rita do Sapucaí;0,414;0,677;0,74;
MG;3159704;Santa Rosa da Serra;0,328;0,523;0,529;
MG;3159803;Santa Vitória;0,379;0,61;0,616;
MG;3159902;Santo Antônio do Amparo;0,364;0,567;0,568;
MG;3160009;Santo Antônio do Aventureiro;0,391;0,599;0,52;
MG;3160108;Santo Antônio do Grama;0,309;0,48;0,535;
MG;3160207;Santo Antônio do Itambé;0,214;0,364;0,377;
MG;3160306;Santo Antônio do Jacinto;0,206;0,34;0,372;
MG;3160405;Santo Antônio do Monte;0,42;0,674;0,685;
MG;3160454;Santo Antônio do Retiro;;;;
MG;3160504;Santo Antônio do Rio Abaixo;0,317;0,412;0,449;
MG;3160603;Santo Hipólito;0,359;0,49;0,488;
MG;3160702;Santos Dumont;0,447;0,649;0,639;
MG;3160801;São Bento Abade;0,332;0,499;0,557;
MG;3160900;São Brás do Suaçuí;0,432;0,631;0,589;
MG;3160959;São Domingos das Dores;;;;
MG;3161007;São Domingos do Prata;0,366;0,557;0,583;
MG;3161056;São Félix de Minas;;;;
MG;3161106;São Francisco;0,29;0,387;0,43;
MG;3161205;São Francisco de Paula;0,342;0,533;0,499;
MG;3161304;São Francisco de Sales;0,375;0,681;0,683;
MG;3161403;São Francisco do Glória;0,343;0,496;0,515;
MG;3161502;São Geraldo;0,37;0,504;0,521;
MG;3161601;São Geraldo da Piedade;0,228;0,355;0,423;
MG;3161650;São Geraldo do Baixio;;;;
MG;3161700;São Gonçalo do Abaeté;0,362;0,59;0,568;
MG;3161809;São Gonçalo do Pará;0,363;0,567;0,612;
MG;3161908;São Gonçalo do Rio Abaixo;0,376;0,5;0,567;
MG;3162005;São Gonçalo do Sapucaí;0,407;0,688;0,666;
MG;3162104;São Gotardo;0,42;0,697;0,705;
MG;3162203;São João Batista do Glória;0,384;0,561;0,691;
MG;3162252;São João da Lagoa;;;;
MG;3162302;São João da Mata;0,384;0,594;0,663;
MG;3162401;São João da Ponte;0,239;0,393;0,377;
MG;3162450;São João das Missões;;;;
MG;3162500;São João del Rei;0,477;0,707;0,736;
MG;3162559;São João do Manhuaçu;;;;
MG;3162575;São João do Manteninha;;;;
MG;3162609;São João do Oriente;0,328;0,533;0,496;
MG;3162658;São João do Pacuí;;;;
MG;3162708;São João do Paraíso;0,193;0,343;0,363;
MG;3162807;São João Evangelista;0,317;0,428;0,523;
MG;3162906;São João Nepomuceno;0,472;0,705;0,669;
MG;3162922;São Joaquim de Bicas;;;;
MG;3162948;São José da Barra;;;;
MG;3162955;São José da Lapa;;;;
MG;3163003;São José da Safira;0,268;0,458;0,491;
MG;3163102;São José da Varginha;0,423;0,478;0,662;
MG;3163201;São José do Alegre;0,357;0,522;0,594;
MG;3163300;São José do Divino;0,249;0,381;0,424;
MG;3163409;São José do Goiabal;0,335;0,474;0,534;
MG;3163508;São José do Jacuri;0,257;0,398;0,418;
MG;3163607;São José do Mantimento;0,291;0,415;0,442;
MG;3163706;São Lourenço;0,508;0,726;0,778;
MG;3163805;São Miguel do Anta;0,336;0,501;0,504;
MG;3163904;São Pedro da União;0,387;0,571;0,534;
MG;3164001;São Pedro dos Ferros;0,357;0,496;0,491;
MG;3164100;São Pedro do Suaçuí;0,259;0,43;0,448;
MG;3164209;São Romão;0,279;0,406;0,469;
MG;3164308;São Roque de Minas;0,378;0,585;0,651;
MG;3164407;São Sebastião da Bela Vista;0,385;0,526;0,651;
MG;3164431;São Sebastião da Vargem Alegre;;;;
MG;3164472;São Sebastião do Anta;;;;
MG;3164506;São Sebastião do Maranhão;0,254;0,335;0,404;
MG;3164605;São Sebastião do Oeste;0,35;0,523;0,576;
MG;3164704;São Sebastião do Paraíso;0,49;0,704;0,745;
MG;3164803;São Sebastião do Rio Preto;0,353;0,502;0,411;
MG;3164902;São Sebastião do Rio Verde;0,39;0,55;0,604;
MG;3165008;São Tiago;0,358;0,538;0,57;
MG;3165107;São Tomás de Aquino;0,445;0,637;0,613;
MG;3165206;São Thomé das Letras;0,301;0,52;0,505;
MG;3165305;São Vicente de Minas;0,402;0,698;0,662;
MG;3165404;Sapucaí-Mirim;0,401;0,505;0,546;
MG;3165503;Sardoá;0,378;0,439;0,451;
MG;3165537;Sarzedo;;;;
MG;3165552;Setubinha;;;;
MG;3165560;Sem-Peixe;;;;
MG;3165578;Senador Amaral;;;;
MG;3165602;Senador Cortes;0,333;0,608;0,515;
MG;3165701;Senador Firmino;0,382;0,522;0,569;
MG;3165800;Senador José Bento;0,37;0,538;0,673;
MG;3165909;Senador Modestino Gonçalves;0,36;0,358;0,419;
MG;3166006;Senhora de Oliveira;0,329;0,48;0,455;
MG;3166105;Senhora do Porto;0,312;0,44;0,443;
MG;3166204;Senhora dos Remédios;0,327;0,478;0,497;
MG;3166303;Sericita;0,328;0,562;0,479;
MG;3166402;Seritinga;0,413;0,648;0,579;
MG;3166501;Serra Azul de Minas;0,284;0,34;0,394;
MG;3166600;Serra da Saudade;0,359;0,478;0,552;
MG;3166709;Serra dos Aimorés;0,279;0,425;0,498;
MG;3166808;Serra do Salitre;0,403;0,666;0,687;
MG;3166907;Serrania;0,401;0,573;0,637;
MG;3166956;Serranópolis de Minas;;;;
MG;3167004;Serranos;0,431;0,566;0,542;
MG;3167103;Serro;0,329;0,47;0,483;
MG;3167202;Sete Lagoas;0,508;0,714;0,737;
MG;3167301;Silveirânia;0,374;0,551;0,562;
MG;3167400;Silvianópolis;0,431;0,625;0,647;
MG;3167509;Simão Pereira;0,397;0,511;0,544;
MG;3167608;Simonésia;0,3;0,513;0,458;
MG;3167707;Sobrália;0,232;0,408;0,463;
MG;3167806;Soledade de Minas;0,411;0,588;0,628;
MG;3167905;Tabuleiro;0,384;0,506;0,525;
MG;3168002;Taiobeiras;0,278;0,468;0,476;
MG;3168051;Taparuba;;;;
MG;3168101;Tapira;0,365;0,618;0,734;
MG;3168200;Tapiraí;0,389;0,494;0,544;
MG;3168309;Taquaraçu de Minas;0,385;0,46;0,596;
MG;3168408;Tarumirim;0,294;0,432;0,47;
MG;3168507;Teixeiras;0,329;0,533;0,539;
MG;3168606;Teófilo Otoni;0,311;0,555;0,592;
MG;3168705;Timóteo;0,449;0,72;0,782;
MG;3168804;Tiradentes;0,373;0,535;0,567;
MG;3168903;Tiros;0,363;0,567;0,614;
MG;3169000;Tocantins;0,351;0,53;0,617;
MG;3169059;Tocos do Moji;;;;
MG;3169109;Toledo;0,322;0,519;0,601;
MG;3169208;Tombos;0,429;0,523;0,622;
MG;3169307;Três Corações;0,456;0,701;0,736;
MG;3169356;Três Marias;0,414;0,637;0,656;
MG;3169406;Três Pontas;0,433;0,679;0,671;
MG;3169505;Tumiritinga;0,315;0,411;0,556;
MG;3169604;Tupaciguara;0,458;0,697;0,734;
MG;3169703;Turmalina;0,249;0,401;0,463;
MG;3169802;Turvolândia;0,316;0,561;0,629;
MG;3169901;Ubá;0,424;0,649;0,677;
MG;3170008;Ubaí;0,291;0,443;0,464;
MG;3170057;Ubaporanga;;;;
MG;3170107;Uberaba;0,531;0,741;0,792;
MG;3170206;Uberlândia;0,567;0,746;0,795;
MG;3170305;Umburatiba;0,257;0,391;0,401;
MG;3170404;Unaí;0,366;0,581;0,611;
MG;3170438;União de Minas;;;;
MG;3170479;Uruana de Minas;;;;
MG;3170503;Urucânia;0,408;0,512;0,505;
MG;3170529;Urucuia;;;;
MG;3170578;Vargem Alegre;;;;
MG;3170602;Vargem Bonita;0,399;0,628;0,595;
MG;3170651;Vargem Grande do Rio Pardo;;;;
MG;3170701;Varginha;0,515;0,74;0,787;
MG;3170750;Varjão de Minas;;;;
MG;3170800;Várzea da Palma;0,331;0,608;0,544;
MG;3170909;Varzelândia;0,22;0,363;0,4;
MG;3171006;Vazante;0,373;0,631;0,653;
MG;3171030;Verdelândia;;;;
MG;3171071;Veredinha;;;;
MG;3171105;Veríssimo;0,387;0,687;0,717;
MG;3171154;Vermelho Novo;;;;
MG;3171204;Vespasiano;0,456;0,676;0,619;
MG;3171303;Viçosa;0,468;0,7;0,75;
MG;3171402;Vieiras;0,372;0,471;0,474;
MG;3171501;Mathias Lobato;0,25;0,438;0,467;
MG;3171600;Virgem da Lapa;0,261;0,408;0,425;
MG;3171709;Virgínia;0,327;0,498;0,531;
MG;3171808;Virginópolis;0,327;0,487;0,509;
MG;3171907;Virgolândia;0,235;0,384;0,49;
MG;3172004;Visconde do Rio Branco;0,383;0,614;0,607;
MG;3172103;Volta Grande;0,364;0,62;0,622;
MG;3172202;Wenceslau Braz;0,419;0,501;0,563;
MS;5000203;Água Clara;0,41;0,63;0,619;
MS;5000252;Alcinópolis;;;;
MS;5000609;Amambaí;0,4;0,597;0,676;
MS;5000708;Anastácio;0,408;0,512;0,559;
MS;5000807;Anaurilândia;0,359;0,554;0,605;
MS;5000856;Angélica;;0,498;0,574;
MS;5000906;Antônio João;0,362;0,633;0,562;
MS;5001003;Aparecida do Taboado;0,389;0,664;0,689;
MS;5001102;Aquidauana;0,49;0,692;0,663;
MS;5001243;Aral Moreira;;0,5;0,618;
MS;5001508;Bandeirantes;0,412;0,631;0,69;
MS;5001904;Bataguassu;0,369;0,563;0,658;
MS;5002001;Batayporã;0,336;0,462;0,61;
MS;5002100;Bela Vista;0,476;0,709;0,732;
MS;5002159;Bodoquena;;;0,537;
MS;5002209;Bonito;0,419;0,632;0,644;
MS;5002308;Brasilândia;0,311;0,532;0,612;
MS;5002407;Caarapó;0,338;0,556;0,65;
MS;5002605;Camapuã;0,399;0,64;0,705;
MS;5002704;Campo Grande;0,597;0,736;0,792;
MS;5002803;Caracol;0,368;0,533;0,556;
MS;5002902;Cassilândia;0,455;0,677;0,746;
MS;5002951;Chapadão do Sul;;;0,771;
MS;5003108;Corguinho;0,423;0,517;0,558;
MS;5003157;Coronel Sapucaia;;;0,578;
MS;5003207;Corumbá;0,547;0,714;0,702;
MS;5003256;Costa Rica;;;0,647;
MS;5003306;Coxim;0,346;0,601;0,633;
MS;5003454;Deodápolis;;0,472;0,555;
MS;5003488;Dois Irmãos do Buriti;;;0,519;
MS;5003504;Douradina;;;0,648;
MS;5003702;Dourados;0,41;0,713;0,76;
MS;5003751;Eldorado;;0,638;0,581;
MS;5003801;Fátima do Sul;0,352;0,553;0,675;
MS;5003900;Figueirão;;;;
MS;5004007;Glória de Dourados;0,331;0,582;0,622;
MS;5004106;Guia Lopes da Laguna;0,411;0,625;0,572;
MS;5004304;Iguatemi;0,355;0,585;0,642;
MS;5004403;Inocência;0,375;0,574;0,742;
MS;5004502;Itaporã;0,375;0,666;0,605;
MS;5004601;Itaquiraí;;;0,532;
MS;5004700;Ivinhema;0,399;0,513;0,561;
MS;5004809;Japorã;;;;
MS;5004908;Jaraguari;0,438;0,592;0,618;
MS;5005004;Jardim;0,468;0,659;0,681;
MS;5005103;Jateí;0,278;0,457;0,534;
MS;5005152;Juti;;;0,525;
MS;5005202;Ladário;0,557;0,651;0,619;
MS;5005251;Laguna Carapã;;;;
MS;5005400;Maracaju;0,527;0,697;0,748;
MS;5005608;Miranda;0,383;0,547;0,588;
MS;5005681;Mundo Novo;;0,57;0,631;
MS;5005707;Naviraí;0,324;0,576;0,658;
MS;5005806;Nioaque;0,465;0,601;0,579;
MS;5006002;Nova Alvorada do Sul;;;;
MS;5006200;Nova Andradina;0,456;0,648;0,677;
MS;5006259;Novo Horizonte do Sul;;;;
MS;5006275;Paraíso das Águas;;;;
MS;5006309;Paranaíba;0,375;0,671;0,73;
MS;5006358;Paranhos;;;0,583;
MS;5006408;Pedro Gomes;0,383;0,489;0,565;
MS;5006606;Ponta Porã;0,437;0,716;0,76;
MS;5006903;Porto Murtinho;0,425;0,56;0,532;
MS;5007109;Ribas do Rio Pardo;0,463;0,561;0,658;
MS;5007208;Rio Brilhante;0,443;0,699;0,721;
MS;5007307;Rio Negro;0,351;0,492;0,575;
MS;5007406;Rio Verde de Mato Grosso;0,375;0,602;0,598;
MS;5007505;Rochedo;0,44;0,557;0,561;
MS;5007554;Santa Rita do Pardo;;;0,557;
MS;5007695;São Gabriel do Oeste;;;0,756;
MS;5007703;Sete Quedas;;;0,608;
MS;5007802;Selvíria;;;0,623;
MS;5007901;Sidrolândia;0,393;0,683;0,689;
MS;5007935;Sonora;;;0,685;
MS;5007950;Tacuru;;;0,533;
MS;5007976;Taquarussu;;;0,591;
MS;5008008;Terenos;0,536;0,605;0,623;
MS;5008305;Três Lagoas;0,483;0,688;0,719;
MS;5008404;Vicentina;;;0,514;
MT;5100102;Acorizal;0,317;0,441;0,486;
MT;5100201;Água Boa;;0,644;0,627;
MT;5100250;Alta Floresta;;0,653;0,594;
MT;5100300;Alto Araguaia;0,428;0,61;0,652;
MT;5100359;Alto Boa Vista;;;;
MT;5100409;Alto Garças;0,386;0,584;0,619;
MT;5100508;Alto Paraguai;0,368;0,526;0,513;
MT;5100607;Alto Taquari;;;0,639;
MT;5100805;Apiacás;;;0,715;
MT;5101001;Araguaiana;;;0,588;
MT;5101209;Araguainha;0,301;0,501;0,631;
MT;5101258;Araputanga;;0,521;0,651;
MT;5101308;Arenápolis;0,386;0,502;0,563;
MT;5101407;Aripuanã;0,493;0,643;0,663;
MT;5101605;Barão de Melgaço;0,333;0,468;0,439;
